COMPANY_NAME,SECTOR_NAME,SYMBOL,OPEN_PRICE,CLOSE_PRICE,HIGH_PRICE,LOW_PRICE,TOTAL_TRADED_QUANTITY,BUSINESS_DATE
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,848,880,880,848,64,9/14/2022
API POWER COMPANY LIMITED,Hydro Power,API,230,241.9,244.9,230,180015,9/14/2022
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,729,738,738,729,2577,9/14/2022
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,1264,1275,1280,1251,1268,9/14/2022
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,759,770,772,752,4031,9/14/2022
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,812,822,824,809.8,1853,9/14/2022
Garima Bikas Bank Limited,Development Banks,GBBL,365,357,365,354,35961,9/20/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,282,278.1,283,277,23218,9/20/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,411,401.6,411,400.1,27885,9/20/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,635,619,637,613,9734,9/20/2022
Manjushree Finance Ltd.,Finance,MFIL,384,372,384,370.1,12138,9/20/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,268,260.4,268,257.5,54384,9/20/2022
Ridi Power Company Limited,Hydro Power,RIDI,515,506,515,505,105117,9/20/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1116.5,1134.7,1137.5,1115.1,707,9/20/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,781.2,808,808,781,160,9/20/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,504,494,505,490,4936,9/20/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,918.3,918.3,918.3,918.3,10,9/20/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,9/21/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,615,610,615,605,23401,9/21/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,217.8,213,217.9,213,15778,9/21/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,199.8,198,199.8,195.2,8920,9/21/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,905,905,909.5,892,3873,9/21/2022
Janaki Finance Company Limited,Finance,JFL,358.8,360,371,355,5532,9/21/2022
ICFC Finance Limited,Finance,ICFC,439,435,446,431,16011,9/21/2022
Nepal Doorsanchar Company Limited,Others,NTC,832.9,820,833,817,13011,9/21/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,9/21/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,190,188.1,190,186,17182,9/21/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,335,340,346,335,25933,9/21/2022
Garima Bikas Bank Limited,Development Banks,GBBL,362,360,370.2,357,18725,9/21/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,282,282.5,285.9,278,15331,9/21/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,401,406.5,409.7,400,12087,9/21/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,620,616,628,614,7259,9/21/2022
Manjushree Finance Ltd.,Finance,MFIL,377,376,388,372,9659,9/21/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,262,259.8,264.7,255.5,21622,9/21/2022
Ridi Power Company Limited,Hydro Power,RIDI,506,509.1,518,505,47176,9/21/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1157.3,1145,1179,1123,681,9/21/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,791.9,800,820,783,1098,9/21/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,501,485,502,485,4595,9/21/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,915,885,915,885,190,9/21/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,9/22/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,620.8,613.9,620.8,609,7862,9/22/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,211,213.5,215,211,9714,9/22/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,196.1,196.9,198,195,10853,9/22/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,905,889,905,889,4692,9/22/2022
Janaki Finance Company Limited,Finance,JFL,360,353,360,350,3342,9/22/2022
ICFC Finance Limited,Finance,ICFC,434,428,438.6,427,12274,9/22/2022
Nepal Doorsanchar Company Limited,Others,NTC,834.8,814,834.8,812,17427,9/22/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,9/22/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,188,188.1,190.1,186.5,26651,9/22/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,340,337.5,346,336.3,19691,9/22/2022
Garima Bikas Bank Limited,Development Banks,GBBL,360,360.9,365,359,22064,9/22/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,286,280,286,278.5,11866,9/22/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,413.9,405,413.9,405,9963,9/22/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,617.1,605.1,617.1,605,5305,9/22/2022
Manjushree Finance Ltd.,Finance,MFIL,383.5,374,383.5,374,7480,9/22/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,260,258.4,260,256.2,21989,9/22/2022
Ridi Power Company Limited,Hydro Power,RIDI,509,501,514,499.8,31428,9/22/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1145,1140,1145,1116.4,302,9/22/2022
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,190,196.8,197.4,190,84374,9/14/2022
Ngadi Group Power Ltd.,Hydro Power,NGPL,240.5,251.8,252.7,240.5,31184,9/14/2022
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,2610,2664.7,2669,2610,5252,9/14/2022
United Modi Hydropower Ltd.,Hydro Power,UMHL,261,276,278,261,79970,9/14/2022
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,786.4,787,802.1,786.1,1459,9/14/2022
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,237.9,243.5,243.5,235,8659,9/14/2022
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,1130,1175,1175,1130,799,9/14/2022
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,227,239,242,227,8175,9/14/2022
Himalayan Hydropower Limited,Hydro Power,HHL,272,287.6,287.6,272,11922,9/14/2022
Himalayan Bank Limited,Commercial Banks,HBL,335,325,335,324,5274,9/15/2022
Nepal SBI Bank Limited,Commercial Banks,SBI,273,272,278,268,6854,9/15/2022
Everest Bank Limited,Commercial Banks,EBL,496,485,504.8,483,17355,9/15/2022
Siddhartha Bank Limited,Commercial Banks,SBL,308,302.4,308,300,30099,9/15/2022
Butwal Power Company Limited,Hydro Power,BPCL,310,303.5,312,303.2,20951,9/15/2022
Chilime Hydropower Company Limited,Hydro Power,CHCL,378,370,381,366,16231,9/15/2022
Sanima Bank Limited,Commercial Banks,SANIMA,258,251.9,258,251.6,19966,9/15/2022
Unilever Nepal Limited,Manufacturing And Processing,UNL,18400,18000,18400,18000,90,9/15/2022
Himalayan Distillery Limited,Manufacturing And Processing,HDL,3549,3380,3549,3370,16854,9/15/2022
Pokhara Finance Ltd.,Finance,PFL,385,361,391.6,361,18090,9/15/2022
NMB Bank Limited,Commercial Banks,NMB,244,238,244,235.1,46594,9/15/2022
Shree Investment Finance Co. Ltd.,Finance,SIFC,343,327,346.3,326.7,23410,9/15/2022
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,367.2,337,367.2,335,30112,9/15/2022
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,1270,1204.6,1270,1202.4,8959,9/15/2022
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,341.7,317.9,341.7,315,137885,9/15/2022
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,918,873.5,918,873,2784,9/15/2022
Jyoti Bikas Bank Limited,Development Banks,JBBL,294,284,301,283,50061,9/15/2022
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,316.7,318.2,323,316.3,7395,9/21/2022
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,1140,1131.1,1170,1125.1,3837,9/21/2022
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,296,294.9,302,290.1,46015,9/21/2022
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,819,821,865,809,1281,9/21/2022
Jyoti Bikas Bank Limited,Development Banks,JBBL,270,269,278,266,29834,9/21/2022
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,285,284.2,293,284.2,20260,9/21/2022
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,830.9,830,847.5,815,1936,9/21/2022
Sindhu Bikash Bank Ltd,Development Banks,SINDU,257,262.9,269.9,257,5860,9/21/2022
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,211,213,221,211,6396,9/21/2022
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,836.4,820,850,820,309,9/21/2022
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,792.5,800,800,792.5,30,9/21/2022
API POWER COMPANY LIMITED,Hydro Power,API,211.5,212.6,218,210,87076,9/21/2022
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,678,675,681,666,1453,9/21/2022
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,1181.1,1169.8,1204.7,1164,681,9/21/2022
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,691,713,713,691,1852,9/21/2022
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,736,747,765,736,2672,9/21/2022
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,174,175.8,180,174,57815,9/21/2022
Ngadi Group Power Ltd.,Hydro Power,NGPL,220,216,228.8,215.6,16365,9/21/2022
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,2481,2488,2557.9,2470.1,3758,9/21/2022
United Modi Hydropower Ltd.,Hydro Power,UMHL,237,235,243.9,231,26020,9/21/2022
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,741.5,740,763.9,740,282,9/21/2022
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,208,208.3,215.5,204,8512,9/21/2022
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,1051,1060,1066,1051,212,9/21/2022
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,211,214.5,215.2,210,2725,9/21/2022
Himalayan Hydropower Limited,Hydro Power,HHL,242,239,251.7,237.3,5111,9/21/2022
Himalayan Bank Limited,Commercial Banks,HBL,319,313,321,312.1,4888,9/22/2022
Nepal SBI Bank Limited,Commercial Banks,SBI,260,259.6,260,255,6118,9/22/2022
Everest Bank Limited,Commercial Banks,EBL,487,476.2,487,472,6208,9/22/2022
Siddhartha Bank Limited,Commercial Banks,SBL,295.8,292,295.8,290,14458,9/22/2022
Butwal Power Company Limited,Hydro Power,BPCL,295,291,297.7,291,6764,9/22/2022
Chilime Hydropower Company Limited,Hydro Power,CHCL,355,358,362.1,355,5635,9/22/2022
Sanima Bank Limited,Commercial Banks,SANIMA,246,241.7,246,240.7,12876,9/22/2022
Unilever Nepal Limited,Manufacturing And Processing,UNL,17750,17750,17750,17750,0,9/22/2022
Himalayan Distillery Limited,Manufacturing And Processing,HDL,3230,3244,3295,3205,4409,9/22/2022
Pokhara Finance Ltd.,Finance,PFL,332.2,333.8,335,330.1,3306,9/22/2022
NMB Bank Limited,Commercial Banks,NMB,230,230.9,233,228.1,16104,9/22/2022
Shree Investment Finance Co. Ltd.,Finance,SIFC,312,306,314.6,303.8,4028,9/22/2022
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,320,316.3,320,315.1,4522,9/22/2022
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,1150,1140,1155,1130,2090,9/22/2022
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,295,286.1,295.1,285.2,46377,9/22/2022
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,821,825,825,810,1009,9/22/2022
Jyoti Bikas Bank Limited,Development Banks,JBBL,272,265.4,272,264,26198,9/22/2022
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,287,282,289,280,14833,9/22/2022
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,825,805,830,800.1,2126,9/22/2022
Sindhu Bikash Bank Ltd,Development Banks,SINDU,262.1,255,267,255,3465,9/22/2022
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,216,217.6,220.5,215,3033,9/22/2022
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,817,811,820,808,882,9/22/2022
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,790,775,790,775,150,9/22/2022
API POWER COMPANY LIMITED,Hydro Power,API,214.8,210.3,215,210.2,76107,9/22/2022
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,675,670,675,661,1336,9/22/2022
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,1178,1156.5,1180,1156.4,1067,9/22/2022
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,699,699.9,700,690,1275,9/22/2022
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,752,743.1,752,742.1,1344,9/22/2022
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,175,173.5,177.6,172.4,46079,9/22/2022
Ngadi Group Power Ltd.,Hydro Power,NGPL,220,215,224,214,7881,9/22/2022
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,2500,2470,2520,2470,3098,9/22/2022
United Modi Hydropower Ltd.,Hydro Power,UMHL,239,230,239,229,21737,9/22/2022
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,730,725,730,725,362,9/22/2022
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,208,208.9,208.9,201.1,4704,9/22/2022
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,1081.2,1040,1081.2,1040,204,9/22/2022
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,214.5,212,215,209,3192,9/22/2022
Himalayan Hydropower Limited,Hydro Power,HHL,235,232.5,247,225.4,9066,9/22/2022
Himalayan Bank Limited,Commercial Banks,HBL,310.5,311,314,310,6378,9/25/2022
Nepal SBI Bank Limited,Commercial Banks,SBI,255.2,262.8,264,251,6947,9/25/2022
Everest Bank Limited,Commercial Banks,EBL,480,478.9,482,474,8383,9/25/2022
Siddhartha Bank Limited,Commercial Banks,SBL,295,288.4,295,288,23090,9/25/2022
Butwal Power Company Limited,Hydro Power,BPCL,296.8,290,296.8,288,6296,9/25/2022
Chilime Hydropower Company Limited,Hydro Power,CHCL,354,357,359,353,10857,9/25/2022
Sanima Bank Limited,Commercial Banks,SANIMA,236.9,240,241,233,29891,9/25/2022
Unilever Nepal Limited,Manufacturing And Processing,UNL,18000,17500,18197.8,17500,135,9/25/2022
Himalayan Distillery Limited,Manufacturing And Processing,HDL,3210,3204,3230,3190,6661,9/25/2022
Pokhara Finance Ltd.,Finance,PFL,330,324,333,324,7009,9/25/2022
NMB Bank Limited,Commercial Banks,NMB,231,228,231,226.4,17585,9/25/2022
Shree Investment Finance Co. Ltd.,Finance,SIFC,300,299.9,306,294.1,5990,9/25/2022
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,310.1,306,314,305,6660,9/25/2022
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,1121,1124,1144.8,1118,5175,9/25/2022
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,285,270,285,270,60935,9/25/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,816,779.9,816,753.2,2316,9/22/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,490,465,490,465,5286,9/22/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,890,895,895,890,100,9/22/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,9/25/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,618,604.3,620,600.3,30846,9/25/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,211,211,213,210,24078,9/25/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,194,194.7,195,192.9,39883,9/25/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,890,877,900,875.2,5847,9/25/2022
Janaki Finance Company Limited,Finance,JFL,348,349.5,353,345,6841,9/25/2022
ICFC Finance Limited,Finance,ICFC,420,412,428,411.6,16625,9/25/2022
Nepal Doorsanchar Company Limited,Others,NTC,808,806,824,803,16874,9/25/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,9/25/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,187,182,187,181.4,86595,9/25/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,330.8,336,344,330,32646,9/25/2022
Garima Bikas Bank Limited,Development Banks,GBBL,355,356,361.9,355,17492,9/25/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,276,274.5,281.4,270.3,7423,9/25/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,405,400,406,397.2,13379,9/25/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,596.1,599,604,585,8604,9/25/2022
Manjushree Finance Ltd.,Finance,MFIL,372,372,378.4,369.1,6437,9/25/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,256.2,255.1,257,255.1,23304,9/25/2022
Ridi Power Company Limited,Hydro Power,RIDI,500,484,500,484,71307,9/25/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1139.9,1139,1139.9,1119.1,319,9/25/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,765,774,774,740,1470,9/25/2022
Janaki Finance Company Limited,Finance,JFL,375,358,376,358,10160,9/18/2022
ICFC Finance Limited,Finance,ICFC,460,450,463,445,34200,9/18/2022
Nepal Doorsanchar Company Limited,Others,NTC,850,829,865,828.6,63945,9/18/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,9/18/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,190,191,193,189,23706,9/18/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,358,348,360,347,32266,9/18/2022
Garima Bikas Bank Limited,Development Banks,GBBL,373,365.3,373.5,365,24320,9/18/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,299.9,286,302,285,24439,9/18/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,430,412.9,430,412,28063,9/18/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,665,638,665,637,18426,9/18/2022
Manjushree Finance Ltd.,Finance,MFIL,388,384,394,384,12102,9/18/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,269.5,267.9,270,263.8,36179,9/18/2022
Ridi Power Company Limited,Hydro Power,RIDI,531,516,541,515,70375,9/18/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1178,1135.1,1178,1132,870,9/18/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,814,797,815,770,2642,9/18/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,530,514,530,505,3176,9/18/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,900.7,937,937,883,70,9/18/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,504,494,504,494,1849,10/31/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,874,885,885,874,117,10/31/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,265,265,265,265,0,11/1/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,665,695,702,661,97337,11/1/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,227,232,235.6,221,21208,11/1/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,210,209.1,214,209,32440,11/1/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,915,931,939.9,915,4983,11/1/2022
Janaki Finance Company Limited,Finance,JFL,350,368,370,350,7298,11/1/2022
ICFC Finance Limited,Finance,ICFC,430,444,450,422.1,25004,11/1/2022
Nepal Doorsanchar Company Limited,Others,NTC,835,869,869,820,25491,11/1/2022
Global IME Bank Limited,Commercial Banks,GBIME,251.4,251.4,251.4,251.4,0,11/1/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,193.8,191,193.8,190,62301,11/1/2022
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,810,824,825,809,934,9/25/2022
Jyoti Bikas Bank Limited,Development Banks,JBBL,261,259.9,264,259.1,23602,9/25/2022
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,279,275.5,282,274,17419,9/25/2022
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,790,796,805,789,1920,9/25/2022
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,319.1,304.1,320,304,65626,9/15/2022
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,893,873.1,915,873,1628,9/15/2022
Sindhu Bikash Bank Ltd,Development Banks,SINDU,302,279,302,279,17957,9/15/2022
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,258,240,258,236.2,15517,9/15/2022
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,925,889,925,872.1,904,9/15/2022
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,862.4,862,862.4,862,110,9/15/2022
API POWER COMPANY LIMITED,Hydro Power,API,244,229,245,226,317116,9/15/2022
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,730,705,740,705,2835,9/15/2022
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,1251.1,1227,1270,1227,1011,9/15/2022
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,784,735,784,735,3290,9/15/2022
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,822,798,822,790.1,2607,9/15/2022
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,196.8,187.8,199.5,186.4,92120,9/15/2022
Ngadi Group Power Ltd.,Hydro Power,NGPL,254,239,259,237.5,22700,9/15/2022
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,2700,2571,2700,2570,7434,9/15/2022
United Modi Hydropower Ltd.,Hydro Power,UMHL,276,260,279,258,104111,9/15/2022
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,778,760.1,785,760.1,1149,9/15/2022
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,239,227,243,223.5,8694,9/15/2022
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,1194.1,1102.3,1194.1,1102.3,160,9/15/2022
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,242,226,242,226,7415,9/15/2022
Himalayan Hydropower Limited,Hydro Power,HHL,287.6,268.1,290,267.2,14793,9/15/2022
Himalayan Bank Limited,Commercial Banks,HBL,319,322,329.9,315,2885,9/16/2022
Nepal SBI Bank Limited,Commercial Banks,SBI,267,270.9,270.9,266,2530,9/16/2022
Everest Bank Limited,Commercial Banks,EBL,475.3,488.6,489.3,475.3,9129,9/16/2022
Siddhartha Bank Limited,Commercial Banks,SBL,300,300,301,296,18589,9/16/2022
